0a370e1caf5256c719cf3a03384e9992,Chase,British Airways Visa Signature® Card,Visa,British Airways Avios Points,$95.00
9079b6eb4a25d6caae14930bc4c9f501,Chase,Marriott Rewards Visa Signature Card,Visa,Marriott Rewards Points,$45.00
c0ad07f53afe4dbe36cbd1f2a503d1d0,Chase,Marriott Rewards® Premier Credit Card,Visa,Marriott Rewards Points,$85.00
0c4ff79851719c1f232bc5e4ea649170,Chase,Ink Cash® Business Credit Card,Visa,Chase Ink Ultimate Reward Point,$0.00
609ce2279540f782c5eb21c3e00a351b,Chase,Ink Classic Business Card,Visa,Chase Ultimate Rewards Points,$0.00
270618f2966d7b3f2db3013dfc48f109,Chase,Ink Plus® Business Credit Card,Visa,Chase Ultimate Rewards Points,$95.00
bcbf354fbe006b93db040ed6771f9778,Chase,Ink Bold® Business Charge Card,Visa,Chase Ultimate Rewards Points,$95.00
208b0d984cec858206c3b99e3d09c765,Chase,Disney Premier Visa® Card,Visa,Disney Dream Rewards Dollars,$49.00
0b90ddf210512893ac59a8c1aee341c4,Chase,Disney Rewards® Visa® Card,Visa,Cash Back,$0.00
aa7c29875d72c7d65f35cb863149aa60,Chase,The Ritz-Carlton Rewards® Credit Card,Visa,The Ritz-Carlton Rewards,$395.00
3e6e4f8efcd869817bfe3bfe94f1f7b6,Chase,Priority Club Select Visa,Visa,IHG Rewards Club Points,$49.00
63d073b7caf632792d6f91dcaf1e2626,Chase,The Hyatt Credit Card,Visa,Hyatt Gold Passport Points,$75.00
699391bbc7684039aa5ab1b2d978f294,Chase,Fairmont Visa Signature Credit Card,Visa,Fairmont President's Club,$95.00
8405c1ccb70b883f02c89be65e3895b0,Chase,Amtrak Guest Rewards® World MasterCard®,MasterCard,Amtrak Guest Rewards,$0.00
bc43a116284dcec5fb5b905aa9fb7693,Chase,J.P. Morgan Palladium Card,Visa,Chase Ultimate Rewards Points,$595.00
41730e4c26933c3c861c313a5351989c,Chase,Amazon.com Rewards Visa Card,Visa,Amazon.com Rewards,$0.00
ccb86cda1ee8c44509a81c2717a0724b,Chase,BP Visa with Pump Rewards,Visa,BP Cents Per Gallon Rebates,$0.00
849e60ecfd35f64043922b53f1a319c7,American Express,Mercedes-Benz Credit Card from American Express,American Express,American Express Membership Rewards Points,$95.00
b074bf089bded1362a6f9aea6231078e,American Express,Clear from American Express,American Express,Cash Back,$0.00
72ef9269011247fdfb6dd4b14d3126ae,Bank of America,BankAmericard Travel Rewards® Credit Card,Visa,BankAmericard Travel Rewards Points,$0.00
8a96364dacf14471368e46149f044a7f,Bank of America,BankAmericard® Credit Card,Visa,"",$0.00
8c55a544df846ba7beef04f1c468b6d8,Bank of America,BankAmericard Cash Rewards™ Credit Card,Visa,Cash Back,$0.00
d548a4eb312dbf9a1e12a55d9578f5c1,Bank of America,BankAmericard Privileges with Cash Rewards,Visa,Cash Back,$75.00
538a946c9eab586e09978c0aa00a82dd,Bank of America,Susan G. Komen® Credit Card,MasterCard,Cash Back,$0.00
c44c4344797b2c366f3849cf56c15ab2,Bank of America,World Wildlife Fund,Visa,Cash Back,$0.00
2459f2fa2ba28df2cb732c034ba87878,Bank of America,MLB® BankAmericard Cash Rewards™ MasterCard® Credit Card,MasterCard,Cash Back,$0.00
a92b67487406b115417229788a784fd0,Bank of America,Alaska Airlines Visa Signature® Credit Card,Visa,Alaska Airlines Mileage Plan Miles,$75.00
3da3d2a8880771fa098bf0025f71681a,Bank of America,Hawaiian Airlines Visa,Visa,Hawaiian Airlines Miles,$35.00
5e1eb654525683db46d9f584d7596a0d,Bank of America,AAA Member Rewards,Visa,AAA® Member Rewards Points,$0.00
027e76438ceda3eff0b5e8b8784eac25,Bank of America,Royal Caribbean Visa Signature,Visa,Royal Caribbean RoyalPoints,$0.00
8cd80c5ce9a17198378e53a003bb79d9,Capital One,Capital One® Venture® Rewards Credit Card,Visa,Venture Rewards Miles,$59.00
68a72c13db033355bc3053dd470799db,Capital One,Capital One® VentureOne® Rewards Credit Card,Visa,Venture Rewards Miles,$0.00
920e8ad7eb8b88e7673625ad3f0a54ee,Capital One,Orbitz Visa,Visa,Orbitz Rewards Points,$0.00
b7b075625f0c167d87443bbed643230c,Capital One,Journey® Student Rewards from Capital One®,Visa,Cash Back,$0.00
ea76bceadea5b916e0165e23eeae12ff,Wells Fargo,Wells Fargo Cash Back College Visa®,Visa,Wells Fargo Rewards Points,$0.00
5040b573f60e5cf7643086b129353aaf,Bank of America,Virgin Atlantic American Express,American Express,Virgin Atlantic Flying Club Miles,$90.00
72bb1acb34bd23cf2f2b432b5c1aba5f,Bank of America,Spirit Airlines World MasterCard,MasterCard,Spirit Airlines Miles,$59.00
944ebba3876e1aa6d61fa20ada93998b,Bank of America,Norwegian Cruise Line,MasterCard,Bank of America WorldPoints,$0.00
13ddaa6fb7920336c45602368f875d91,Bank of America,Bass Pro Shops® Outdoor Rewards℠ Signature,Visa,Cash Back,$0.00
9e506e23df32837a9b4709a32ad33aad,Bank of America,Total Rewards,Visa,Total Rewards Points,$0.00
466f896fc78a765f38172bf5d3d41bc9,Bank of America,Bank of America Accelerated Rewards,American Express,Bank of America Accelerated Rewards Points,$0.00
b60390693b18a19105acc3cecb96a0e2,Wells Fargo,Dillard's American Express,American Express,Dillard's Points,$0.00
716e2a34707a91250374790d67e950bd,Chase,Chase Freedom®,MasterCard,Chase Freedom Ultimate Reward Point,$0.00
2cd171edfe7547ac47bf6cfbf99e7185,Bank of America,Platinum Plus Worldpoints,MasterCard,Bank of America WorldPoints,$0.00
241f133b2bb8a3fc17386c2ee0feca15,Barclays,Barclaycard Rewards MasterCard®,MasterCard,Barclaycard Points,$0.00
a1a37626e30382d898af28cafdb07635,Barclays,Aer Lingus,MasterCard,Aer Lingus Miles,$0.00
81f3d051bac6839ecc784e9665741bc9,Barclays,Best Western Rewards World MasterCard,MasterCard,Best Western Points,$0.00
67fec610a7dbe1aa8746021338fb0f16,Barclays,The Carnival™ MasterCard® ,MasterCard,FunPoints,$0.00
491405f10d1fa856e3b4a04c9f92901a,Barclays,China Airlines with Annual Fee,MasterCard,China Airlines Miles,$59.00
b50bd897acc78c212ba13ca22a1a0999,Barclays,The Choice Privileges® Visa® Card,Visa,Choice Privileges Points,$0.00
8f9bd6012422f080cdd700bd417fc4fa,Barclays,Frontier Airlines BusinessCard with Double Miles,MasterCard,Frontier Airlines Early Returns Miles,$69.00
3deab33e20d63ca364fdac8ad757cfb7,Barclays,Holland America Line,Visa,Holland America Points,$0.00
ddee6a9927ab727a0e8561371dfd120d,Barclays,Icelandair,MasterCard,Icelandair Points,$39.00
4dfeade8b5423634f2c2a7d5bacd70cf,Barclays,Miles & More® World MasterCard®,MasterCard,Miles & More,$79.00
23badef43480d774d1c0f67197a461e6,Barclays,The Priceline Rewards™ Visa® Card ,Visa,Priceline Points,$0.00
7dafb910b9459757136f3fe4d5d9cc52,Barclays,Travelocity with Annual Fee,American Express,Travelocity Points,$39.00
06c27300dbafc5c4e2812e769c530321,Barclays,RCI Elite Rewards,MasterCard,RCI Points,$0.00
0d180976c1423b1a24d8358aded4dbe4,Barclays,Princess Cruises,Visa,Princess Cruise Points,$0.00
f8f8ce65e568309b5699bf7925215554,Barclays,The Wyndham Rewards® Visa Signature® Card (Annual Fee),Visa,Wyndham Points,$69.00
f0066560f5610cdd8ec20d24dda86108,Bank of America,Asiana Airlines Business,Visa,Asiana Airlines Miles,$80.00
a06b8e89572ef06e2fa7787c9e8cd7bc,Bank of America,Bank of America® Cash Rewards for Business MasterCard® Card,MasterCard,Cash Back,$0.00
37e6d66b799e12ac95417433734b871e,Bank of America,Business Charge WorldPoints Rewards,MasterCard,Bank of America WorldPoints,$0.00
9907c874edcd6cd9499d976ac4101f62,Bank of America,WorldPoints Rewards for Business MasterCard,MasterCard,Bank of America WorldPoints,$0.00
2d626da8546121148c4c71bd227bf114,Bank of America,AOPA Business,MasterCard,Bank of America WorldPoints,$0.00
33971a0e670f1c7059354523d30be959,Bank of America,Business Preferred World MasterCard®,MasterCard,Bank of America WorldPoints,$125.00
f816b344db53bbe848fb3b535cea347b,Bank of America,Hawaiian Airlines Business,Visa,Bank of America WorldPoints,$0.00
e2f651dfd3a26d201936edda90625a2e,Bank of America,IMA Business,MasterCard,Bank of America WorldPoints,$0.00
b89248d362f9da4bfa5bf39e187f1d02,Bank of America,NFIB Business,MasterCard,Bank of America WorldPoints,$0.00
ae59ce47b9f57d1fca0c3814696b6ce2,Bank of America,Platinum Plus Business,Visa,"",$0.00
c7cc545244e58f32f0b0db2acf5b5bad,Bank of America,Platinum Plus Business,MasterCard,"",$0.00
4127e8fd42434abc3d9866c9cc398ae7,Bank of America,WorldPoints® Rewards for Business™ Visa® Card,Visa,Bank of America WorldPoints,$0.00
745684f4793ee2fec047a092dabdc468,Bank of America,Bank of America® WorldPoints® Travel Rewards for Business Visa® Card,Visa,Bank of America WorldPoints,$0.00
2cd78667bef578383a8223333dd658e8,Bank of America,WorldPoints Charge,MasterCard,Bank of America WorldPoints,$0.00
4325e9e053409cbc6219cd3b1cf84a3c,SunTrust,SunTrust Business,MasterCard,SunTrust Points,$0.00
a76b2e63177e7c12ced63a2e94c475fd,SunTrust,SunTrust Cash Rewards,MasterCard,Cash Back,$0.00
06299ab90bac759bbbc26fc01f16451f,SunTrust,SunTrust Gas and Groceries,MasterCard,SunTrust Points,$0.00
d17136cceec8e9dacb9047ed78ad5a3c,SunTrust,Specialty Business ,MasterCard,Cash Back,$0.00
c82feb6a623ed194f6610fb2fd95c63b,SunTrust,SunTrust World for Business,MasterCard,Cash Back,$0.00
ddacacda86fe0fd3ca222bfa5be70868,US Bank,Ace Rewards Business,Visa,Ace Rewards Points,$0.00
4fe670fd43587161f1d732571382da27,US Bank,U.S. Bank Visa® Platinum Card,Visa,"",$0.00
95c09bd94641ce3b7c551d53e2dcc9df,US Bank,SKYPass Business,Visa,Korean Air Skypass Miles,$75.00
7cd5275c69af6f90203165ba5d94f638,US Bank,Business Cash Rewards,Visa,Cash Back,$0.00
fa0f1173c2db5f9eb11d09c95f0d6f18,US Bank,FlexPerks Business Select Visa,Visa,US Bank FlexPerks Points,$0.00
811e6109ce30698b2acdf4e437e93e4b,US Bank,FlexPerks Business Travel Rewards,Visa,US Bank FlexPerks Points,$55.00
54f5c373005a6ab113f9bd67e3032a0d,US Bank,FlexPerks Travel Rewards Visa Signature,Visa,US Bank FlexPerks Points,$49.00
a7c3de8504bdad3c0d73c6ef1555558e,Chase,Ink Cash® Business Credit Card,MasterCard,Chase Ink Ultimate Reward Point,$0.00
644c85a1fc3836b329bc7b24f51cc417,Chase,Ink Classic Business Card,MasterCard,Chase Ultimate Rewards Points,$0.00
1af9076f4816aa03c5a82e2f2cd0f572,Chase,Ink Plus® Business Credit Card,MasterCard,Chase Ultimate Rewards Points,$95.00
9263ebc8f5e417271807edc8e9aa5694,Chase,Ink Bold® Business Charge Card,MasterCard,Chase Ultimate Rewards Points,$95.00
ce7a0d32e10f6b5ca62f21a1e4de50ef,Citibank,Citi ThankYou® Preferred Card,MasterCard,Citi ThankYou Points,$0.00
567736f85d5ddf846b9cb2a9150aac09,Citibank,Citi ThankYou® Premier Card,MasterCard,Citi ThankYou Points,$95.00
fac30a5574a9f83e6cf12cdbace965da,Citibank,Citi ThankYou® Card,MasterCard,Citi ThankYou Points,$0.00
5e2032ede6247bb41dcdab9cd3f48480,Barclays,China Airlines with no Annual Fee,MasterCard,China Airlines Miles,$0.00
24cc882445519d3c4001e1a62e2869ce,Barclays,Frontier Airlines BusinessCard with no Annual Fee,MasterCard,Frontier Airlines Early Returns Miles,$0.00
791bf7c069f462f204e6c767cc63c46c,Barclays,Miles & More® Premier World MasterCard®,MasterCard,Miles & More,$79.00
7677729ab72c799e07c235f51b72f56a,Barclays,The Travelocity® Rewards American Express® Card,American Express,Travelocity Points,$0.00
2c29fa4d3bf577d949339c1cae5f736b,TD Bank,TD Easy Rewards,Visa,TD Bank Easy Rewards,$0.00
2b585643d02e894ba0da327a151a6d51,TD Bank,TD Cash Rewards Platinum,Visa,Cash Back,$0.00
4487b2a0938a54186e037633059d5996,TD Bank,TD Payment Plus,Visa,"",$0.00
a5314f76c4196985b4cb0265abb52844,Chase,Ink Business World,MasterCard,Chase Ultimate Rewards Points,$0.00
0722950699ce6effb519127a662dff81,Wells Fargo,Wells Fargo Platinum Card,Visa,"",$0.00
db2b645d6c63233abd7e81750686745e,Bank of America,Bass Pro Shops® Outdoor Rewards℠ Platinum Plus,Visa,Cash Back,$0.00
1d870c9ecb0929bf54ec8acc74cd2458,Citibank,Brooks Brother's Platinum MasterCard,MasterCard,Brooks Brothers Rewards Points,$0.00
00c68a5808095edea6a9c63430df111c,Capital One,Capital One® Platinum Prestige Credit Card,MasterCard,"",$0.00
3d1dae0cf51a7d36b1cae956660d2502,SunTrust,"SunTrust Dining, Entertainment and Travel Rewards MasterCard",MasterCard,SunTrust Points,$0.00
b71a7280fcdbcf57ebcd9089c05f5817,SunTrust,SunTrust Interest Advantage Platinum MasterCard,MasterCard,"",$0.00
0b925393d0fb82de3d0aab9a4dc3508e,Chase,GM Business Card,MasterCard,GM Earnings (towards new vehicle),$0.00
5ce259c3780fc2618542a955cf49e7c8,Capital One,GM Card from Capital One,MasterCard,GM Earnings (towards new vehicle),$0.00
26f82e3d0a5f51eac032288b7c3c90fa,Capital One,GM Flexible Earnings Card,MasterCard,GM Earnings (towards new vehicle),$0.00
7c8c5c5d1cbd2e35f96930e1bda30bbf,Capital One,GM Extended Family Card,MasterCard,GM Earnings (towards new vehicle),$0.00
bd86e5f5d4b3f104eb3f0a483bdc6eb5,Chase,United MileagePlus® Explorer Card,MasterCard,United MileagePlus Miles,$95.00
735167e66eb9a960fdb70eba51dc1189,Citibank,Citi Simplicity® Visa Card,Visa,"",$0.00
fba151ff506f0fcf982f01db44277764,Citibank,Citi® Diamond Preferred® Card,MasterCard,Citi EasyDeals Points,$0.00
3275b5ef3ecda36414563984795c91a3,Citibank,CitiBusiness® / AAdvantage® Platinum Select® World MasterCard®,MasterCard,American Airlines AAdvantage Miles,$95.00
e00e6b32ed2e6691bbeea693eace57d5,Bank of America,BankAmericard Secure Credit Card,Visa,"",$39.00
a1df74a57202490b9fe4c22286e931f5,Bank of America,BankAmericard Cash Rewards™ Credit Card for Students,Visa,Cash Back,$0.00
d15a52a89f818596f98c28c20b8b3089,Bank of America,BankAmericard Travel Rewards® Credit Card for Students,Visa,BankAmericard Travel Rewards Points,$0.00
25fd422488864c8422123b85ed97b3c3,Bank of America,BankAmericard® Credit Card for Students,Visa,"",$0.00
cf1897b98ce06297383bbb23a15cd824,Capital One,Capital One® Secured MasterCard®,MasterCard,"",$0.00
6986a6adf5b8d45ec71bee1a80e1b83a,Capital One,Capital One Cash Rewards,Visa,Cash Back,$0.00
525eae9db4e384334887fb44c6520ead,Bank of America,Asiana Airlines American Express,American Express,Asiana Airlines Miles,$99.00
ac807d8a29cd4881d5ab5adb970a92c4,Citibank,Citi® Dividend Platinum Select® MasterCard,MasterCard,Cash Back,$39.00
54821c822382cc1830911734b8119e7b,Chase,LivingSocial Rewards Card,Visa,Living Social Deal Bucks,$0.00
51ea4ed8541b16d017162edf1e6a375a,Chase,United (Continental) Airlines OnePass Plus,MasterCard,United MileagePlus Miles,$95.00
355c4ac0e6e135a85e7a1dc2560db8b6,Capital One,No Hassle Rewards,MasterCard,Capital One No Hassle Miles,$0.00
a79795f0ad59c6484d55f5c2fde6cb57,American Express,The Business Gold Rewards Card from American Express ,American Express,"Cash Back, American Express Membership Rewards Points",$175.00
4671fa2ae79384350cbcab4bcb5aee49,Capital One,No Hassle Rewards World MasterCard,MasterCard,Capital One No Hassle Miles,$0.00
b717978905b8c0be719c8edd2957b648,Bank of America,Platinum Plus,Visa,Bank of America WorldPoints,$0.00
219eda1b29963a28979a42d989cc3552,American Express,Zync from American Express,American Express,American Express Membership Rewards Express Points,$0.00
96175f2ef8ef735fbb37bd53b9164a2e,Barclays,Harvard Alumni Association MasterCard,MasterCard,Harvard Alumni Association Points,$0.00
5990e6a5994329dd6bc4ccd1f7c42aae,Barclays,US Airways Dividend Miles Platinum,MasterCard,US Airways Dividend Miles,$49.00
a4de8e8bebdbd0d5e93c124546a53173,Chase,United MileagePlus Explorer Business,Visa,United MileagePlus Miles,$95.00
