CAN,CAN,CN,Baiyun
CAY,CAY,GF,Rochambeau
CCJ,CCJ,IN,Calicut
CCP,CCP,CL,Carriel Sur International
CCS,CCS,VE,Simon Bolivar International
CDG,PAR,FR,Charles de Gaulle
CDV,CDV,US,Merle K Mudhole Smith
CEB,CEB,PH,Cotabato
CGB,CGB,BR,Marechal Rondon
CGH,SAO,BR,Congonhas
CGI,CGI,US,Cape Girardeau Regional
CGK,JKT,ID,Soekarno Hatta International
CGN,CGN,DE,Koln Bonn
CGO,CGO,CN,Xinzheng
CGP,CGP,BD,Shah Amanat International
CGQ,CGQ,CN,Changchun Longjia International
CGR,CGR,BR,Campo Grande
CHA,CHA,US,Chattanooga Metropolitan
CHC,CHC,NZ,Christchurch International
CHS,CHS,US,Charleston International
CIC,CIC,US,Chico Muni
CIX,CIX,PE,Capt Jose Abelardo Quinones Gonzales
CJA,CJA,PE,Mayor General FAP Armando Revoredo Iglesias
CJC,CJC,CL,El Loa
CJU,CJU,KR,Jeju International
CKG,CKG,CN,Jiangbei
CLE,CLE,US,Cleveland Hopkins International
CLL,CLL,US,Easterwood Fld
CLO,CLO,CO,Alfonso Bonilla Aragon International
CLQ,CLQ,MX,Colima
CLT,CLT,US,Charlotte Douglas International
CLY,CLY,FR,Saint Catherine
CMB,CMB,LK,Bandaranaike International
CME,CME,MX,Ciudad Del Carmen International
CMH,UBS,US,Port Columbus International
CMI,CMI,US,University of Illinois Willard
CNF,BHZ,BR,Tancredo Neves
CNM,CNM,US,Cavern City Air Terminal
CNS,CNS,AU,Cairns International
CNX,CNX,TH,Chiang Mai International
COO,COO,BJ,Cotonou Cadjehoun
COS,COS,US,City Of Colorado Springs Muni
COU,COU,US,Columbia Rgnl
CPH,CPH,DK,Kastrup
CPO,CPO,CL,Chamonate
CPR,CPR,US,Natrona Co International
CPT,CPT,ZA,Cape Town International
CRW,CHS,US,Yeager
CSG,UBS,US,Columbus Airport (Georgia)
CTA,CTA,IT,Catania Fontanarossa
CTG,CTG,CO,Rafael Nunez
CTS,SPK,JP,Chitose International
CTU,CTU,CN,Shuangliu
CUE,CUE,EC,Mariscal Lamar
CUL,CUL,MX,Culiacan International
CUN,CUN,MX,Cancun International
CUU,CUU,MX,General R Fierro Villalobos International
CVG,CVG,US,Cincinnati Northern Kentucky International
CWB,CWB,BR,Afonso Pena
CWL,CWL,GB,Cardiff
CZM,CZM,MX,Cozumel International
DAB,DAB,US,Daytona Beach International
DAC,DAC,BD,Zia International
DAM,DAM,SY,Damascus International
DAR,DAR,TZ,Julius Nyerere International
DAY,DAY,US,James M Cox Dayton International
DCA,WAS,US,Ronald Reagan Washington National
DEL,DEL,IN,Indira Gandhi International
DEN,DEN,US,Denver International
DGO,DGO,MX,Durango International
DHA,DHA,SA,King Abdulaziz Ab
DHN,DHN,US,Dothan Rgnl
DJE,DJE,TN,Zarzis
DKR,DKR,SN,Leopold Sedar Senghor International
DLA,DLA,CM,Douala
DLG,DLG,US,Dillingham
DLH,DLH,US,Duluth International
DLM,DLM,TR,Dalaman
DME,MOW,RU,Domodedovo International
DOH,DOH,QA,Doha International
DRO,DRO,US,Durango La Plata Co
DRS,DRS,DE,Dresden
DRW,DRW,AU,Darwin International
DSM,DSM,US,Des Moines International
DTW,DTT,US,Detroit Metro Wayne Co
DUB,DUB,IE,Dublin
DUR,DUR,ZA,Durban International
DVO,DVO,PH,Francisco Bangoy International
DWC,DXB,AE,Al Maktoum International
DXB,DXB,AE,Dubai International
EAT,EAT,US,Pangborn Memorial
EBB,EBB,UG,Entebbe International
ECP,PFN,US,Northwest Florida Beaches International
EDI,EDI,GB,Edinburgh
EIN,EIN,NL,Eindhoven
EKO,EKO,US,Elko Regional
ELP,ELP,US,El Paso International
ELQ,ELQ,SA,Gassim
ELS,ELS,ZA,East London
ELY,ELY,US,Ely
EOH,MDE,CO,Olaya Herrera
ERF,ERF,DE,Erfurt
ERI,ERI,US,Erie International
ESB,ANK,TR,Esenboga
ETH,ETH,IL,Eilat
EUG,EUG,US,Mahlon Sweet Field
EVV,EVV,US,Evansville Regional
EWN,EWN,US,Coastal Carolina Regional
EXT,EXT,GB,Exeter
EZE,BUE,AR,Ministro Pistarini International
FAI,FAI,US,Fairbanks International
FAO,FAO,PT,Faro
FAR,FAR,US,Hector International
FAT,FAT,US,Fresno Yosemite International
FAY,FYV,US,Fayetteville Regional
FCA,FCA,US,Glacier Park International
FCO,ROM,IT,Leonardo da Vinci-Fiumicino
FDH,FDH,DE,Friedrichshafen
FKI,FKI,CD,Bangoka International
FLO,MSL,US,Florence Rgnl
FLR,FLR,IT,Peretola
FNA,FNA,SL,Freetown Lungi
FNC,FNC,PT,Madeira
FNI,FNI,FR,Nîmes-Alès-Camargue-Cévennes
FNJ,FNJ,KP,Pyongyang / Sunan (Capital)
FNT,FNT,US,Bishop International
FOC,FOC,CN,Changle
FOR,FOR,BR,Pinto Martins International
FPO,FPO,BS,Grand Bahama International
FRA,FRA,DE,Frankfurt Main
FRS,FRS,GT,Mundo Maya International
FSD,FSD,US,Sioux Falls Regional
FUK,FUK,JP,Fukuoka
GAJ,GAJ,JP,Yamagata
GCI,GCI,GG,Guernsey
GDL,GDL,MX,Don Miguel Y Hidalgo International
GDX,GDX,RU,Sokol
GKA,GKA,PG,Goroka
GLA,GLA,GB,Glasgow
GMP,SEL,KR,Gimpo
GNB,GNB,FR,Grenoble-Isère
GOA,GOA,IT,Cristoforo Colombo
GPT,GPT,US,Gulfport-Biloxi International
GRB,GRB,US,Austin Straubel International
GRK,ILE,US,Killeen-Fort Hood Regional
GRQ,GRQ,NL,Eelde
GRR,GRR,US,Gerald R Ford International
GRU,SAO,BR,Guarulhos
GRZ,GRZ,AT,Thalerhof
GSO,GSO,US,Piedmont Triad International
GSP,PGV,US,Greenville-Spartanburg International
GTF,GTF,US,Great Falls International
GUA,GUA,GT,La Aurora
GUC,GUC,US,Gunnison-Crested Butte Regional
GVA,GVA,CH,Geneva Cointrin
GYE,GYE,EC,José Joaquín de Olmedo International
HAH,YVA,KM,Moroni Hahaia
HAK,HAK,CN,Haikou Meilan International
HAM,HAM,DE,Hamburg
HAN,HAN,VN,Noibai International
HAS,HAS,SA,Hail
HAU,HAU,NO,Haugesund Karmoy
HAV,HAV,CU,Jose Marti International
HDY,HDY,TH,Hat Yai International
HEL,HEL,FI,Helsinki Vantaa
HER,HER,GR,Nikos Kazantzakis
HET,HET,CN,Hohhot Baita International
HFD,HFD,US,Hartford Brainard
HFE,HFE,CN,Luogang
HGH,HGH,CN,Xiaoshan
HGU,HGU,PG,Mount Hagen
HIJ,HIJ,JP,Hiroshima
HKD,HKD,JP,Hakodate
HKN,HKN,PG,Hoskins
HKT,HKT,TH,Phuket International
HLA,JNB,ZA,Lanseria
HLN,HLN,US,Helena Rgnl
HMO,HMO,MX,General Ignacio P Garcia International
HND,TYO,JP,Haneda
HNL,HNL,US,Honolulu International
HOU,HOU,US,William P Hobby
HRB,HRB,CN,Taiping
HRE,HRE,ZW,Harare International
HRL,HRL,US,Valley International
HSV,HSV,US,Huntsville International
HUY,HUY,GB,Humberside
HYD,HYD,IN,Rajiv Gandhi International
IAD,WAS,US,Washington Dulles International
IAH,HOU,US,George Bush Intcntl Houston
ICN,SEL,KR,Incheon International
ICT,ICT,US,Wichita Mid Continent
IEV,IEV,UA,Zhuliany
IFN,IFN,IR,Isfahan International
IKA,THR,IR,Tehran Imam Khomeini International
ILM,ILM,US,Wilmington International
IND,IND,US,Indianapolis International
INN,INN,AT,Innsbruck
IPC,IPC,CL,Mataveri International
IQQ,IQQ,CL,Diego Aracena International
ISB,ISB,PK,Chaklala
IST,IST,TR,Ataturk
ITH,ITH,US,Ithaca Tompkins Regional
ITM,OSA,JP,Osaka International
ITO,ITO,US,Hilo International
JAI,JAI,IN,Jaipur
JAN,JAN,US,Jackson-Evers International
JAX,JAX,US,Jacksonville International
JED,JED,SA,King Abdulaziz International
JFK,NYC,US,John F Kennedy International
JHB,JHB,MY,Sultan Ismail
JIB,JIB,DJ,Djibouti-Ambouli International
JNB,JNB,ZA,OR Tambo International
JNU,JNU,US,Juneau International
JRO,JRO,TZ,Kilimanjaro International
JUB,JUB,SS,Juba
JUL,JUL,PE,Juliaca
KAD,KAD,NG,Kaduna
KAN,KAN,NG,Kano Mallam Aminu International
KBL,KBL,AF,Kabul International
KBP,IEV,UA,Boryspil
KCH,KCH,MY,Kuching International
KCZ,KCZ,JP,Kochi
KGL,KGL,RW,Kigali International
KHH,KHH,TW,Kaohsiung International
KHI,KHI,PK,Jinnah International
KHN,KHN,CN,Nanchang
KHV,KHV,RU,Novy
KIJ,KIJ,JP,Niigata
KIM,KIM,ZA,Kimberley
KIN,KIN,JM,Norman Manley International
KIX,OSA,JP,Kansai International
KJA,KJA,RU,Yemelyanovo
KLU,KLU,AT,Klagenfurt(Aus-Afb)
KMG,KMG,CN,Wujiaba
KMI,KMI,JP,Miyazaki
KMJ,KMJ,JP,Kumamoto
KOJ,KOJ,JP,Kagoshima
KRN,KRN,SE,Kiruna
KRS,KRS,NO,Kristiansand Kjevik
KSA,KSA,FM,Kosrae
KTM,KTM,NP,Tribhuvan International
KTN,KTN,US,Ketchikan International
KUH,KUH,JP,Kushiro
KUL,KUL,MY,Kuala Lumpur International
KUO,KUO,FI,Kuopio
KWA,KWA,MH,Bucholz Aaf
KWE,KWE,CN,Guiyang Longdongbao International
KWI,KWI,KW,Kuwait International
KWJ,KWJ,KR,Gwangju
KWL,KWL,CN,Liangjiang
LAD,LAD,AO,Quatro de Fevereiro
LAN,LAN,US,Capital City
LAS,LAS,US,Mc Carran International
LAW,LAW,US,Lawton-Fort Sill Regional
LAX,LAX,US,Los Angeles International
LBA,LBA,GB,Leeds Bradford
LBB,LBB,US,Lubbock International
LBU,LBU,MY,Labuan
LBV,LBV,GA,Libreville Leon M Ba
LCA,LCA,CY,Larnaca
LCE,LCE,HN,Goloson International
LCH,LCH,US,Lake Charles Rgnl
LCY,LON,GB,City
LDU,LDU,MY,Lahad Datu
LED,LED,RU,Pulkovo
LEJ,LEJ,DE,Leipzig Halle
LFT,LFT,US,Lafayette Rgnl
LFW,LFW,TG,Lome Tokoin
LGA,NYC,US,La Guardia
LGB,LGB,US,Long Beach
LGW,LON,GB,Gatwick
LHE,LHE,PK,Allama Iqbal International
LHR,LON,GB,Heathrow
LHW,LHW,CN,Lanzhou Zhongchuan
LIG,LIG,FR,Bellegarde
LIL,LIL,FR,Lesquin
LIM,LIM,PE,Jorge Chavez International
LIN,MIL,IT,Linate
LIS,LIS,PT,Lisboa
LIT,LIT,US,Little Rock National Airport/Adams Field
LJU,LJU,SI,Ljubljana
LKO,LKO,IN,Lucknow
LLA,LLA,SE,Kallax
LLW,LLW,MW,Lilongwe International
LNK,LNK,US,Lincoln Muni
LNZ,LNZ,AT,Horsching International Airport (Aus - Afb)
LOS,LOS,NG,Lagos Murtala Muhammed
LPA,LPA,ES,Gran Canaria
LPB,LPB,BO,El Alto International
LPL,LPL,GB,Liverpool
LRD,LRD,US,Laredo International
LSE,LSE,US,La Crosse Municipal
LST,LST,AU,Launceston
LTN,LON,GB,Luton
LTO,LTO,MX,Loreto International
LUG,LUG,CH,Lugano
LUN,LUN,ZM,Lusaka International
LVI,LVI,ZM,Livingstone
LXA,LXA,CN,Lhasa Gonggar
LXR,LXR,EG,Luxor International
LYS,LYS,FR,Saint Exupery
MAA,MAA,IN,Chennai International
MAD,MAD,ES,Barajas
MAF,MAF,US,Midland International
MAJ,MAJ,MH,Marshall Islands International
MAM,MAM,MX,General Servando Canales International
MAN,MAN,GB,Manchester
MAO,MAO,BR,Eduardo Gomes International
MAR,MAR,VE,La Chinita International
MAZ,MAZ,PR,Eugenio Maria De Hostos
MBA,MBA,KE,Moi International
MBJ,MBJ,JM,Sangster International
MCI,MKC,US,Kansas City International
MCT,MCT,OM,Seeb International
MDC,MDC,ID,Sam Ratulangi
MDT,HAR,US,Harrisburg International
MDW,CHI,US,Chicago Midway International
MDZ,MDZ,AR,El Plumerillo
MEL,MEL,AU,Tullamarine
MEM,MEM,US,Memphis International
MES,MES,ID,Polonia
MEX,MEX,MX,Licenciado Benito Juarez International
MFR,MFR,US,Rogue Valley International-Medford
MGA,MGA,NI,Managua International
MGM,MGM,US,Montgomery Regional
MIA,MIA,US,Miami International
MID,MID,MX,Licenciado Manuel Crecencio Rejon International
MIU,MIU,NG,Maiduguri
MKE,MKE,US,General Mitchell International
MKG,MKG,US,Muskegon County
MLA,MLA,MT,Luqa
MLB,MLB,US,Melbourne International
MLE,MLE,MV,Male International
MLI,MLI,US,Quad City International
MLM,MLM,MX,General Francisco J Mujica
MLU,MLU,US,Monroe Rgnl
MME,MME,GB,Teesside
MNL,MNL,PH,Ninoy Aquino International
MOB,MOB,US,Mobile Rgnl
MOT,MOT,US,Minot International
MPL,MPL,FR,Mediterranee
MPM,MPM,MZ,Maputo
MQT,MQT,US,Sawyer International
MRS,MRS,FR,Provence
MSN,MSN,US,Dane Co Rgnl Truax Fld
MSO,MSO,US,Missoula International
MSP,MSP,US,Minneapolis St Paul International
MST,MST,NL,Maastricht
MSY,MSY,US,Louis Armstrong New Orleans International
MTT,MTT,MX,Minatitlan
MTY,MTY,MX,General Mariano Escobedo International
MUC,MUC,DE,Munich
MVD,MVD,UY,Carrasco International
MWA,MWA,US,Williamson County Regional
MYJ,MYJ,JP,Matsuyama
MYR,MYR,US,Myrtle Beach International
MYY,MYY,MY,Miri
MZT,MZT,MX,General Rafael Buelna International
NAS,NAS,BS,Nassau International
NAT,NAT,BR,Augusto Severo
NAY,BJS,CN,Beijing Nanyuan
NBO,NBO,KE,Jomo Kenyatta International
NCE,NCE,FR,Côte d'Azur
NCL,NCL,GB,Newcastle
NCY,NCY,FR,Meythet
NDJ,NDJ,TD,Ndjamena
NGO,NGO,JP,Chubu Centrair International
NGS,NGS,JP,Nagasaki
NIM,NIM,NE,Diori Hamani
NKG,NKG,CN,Lu Kou
NLD,NLD,MX,Quetzalcoatl International
NMM,MEI,US,Meridian Nas
NNG,NNG,CN,Wuxu
NOU,NOU,NC,La Tontouta
NRT,TYO,JP,Narita International
NSK,NSK,RU,Alykel
NTE,NTE,FR,Nantes Atlantique
NWI,NWI,GB,Norwich
OAK,OAK,US,Metropolitan Oakland International
OAX,OAX,MX,Xoxocotlan International
OGG,OGG,US,Kahului
OIT,OIT,JP,Oita
OKA,OKA,JP,Naha
OKC,OKC,US,Will Rogers World
OKJ,OKJ,JP,Okayama
OMA,OMA,US,Eppley Afld
OME,OME,US,Nome
ONT,ONT,US,Ontario International
OPO,OPO,PT,Porto
ORD,CHI,US,Chicago Ohare International
ORF,ORF,US,Norfolk International
ORK,ORK,IE,Cork
ORN,ORN,DZ,Es Senia
ORY,PAR,FR,Orly
OSI,OSI,HR,Osijek
OSL,OSL,NO,Oslo Gardermoen
OTP,BUH,RO,Henri Coandă International
OTZ,OTZ,US,Ralph Wien Mem
OUA,OUA,BF,Ouagadougou
OVB,OVB,RU,Tolmachevo
PAM,PFN,US,Tyndall Afb
PBC,PBC,MX,Hermanos Serdan International
PBI,PBI,US,Palm Beach International
PCL,PCL,PE,Cap Fap David Avenzur Rengifo
PDL,PDL,PT,Ponta Delgada
PDX,PWM,US,Portland International
PEI,PEI,CO,Matecana
PEK,BJS,CN,Capital
PEM,PEM,PE,Padre Aldamiz
PEN,PEN,MY,Penang International
PER,PER,AU,Perth International
PEW,PEW,PK,Peshawar
PFO,PFO,CY,Paphos International
PGF,PGF,FR,Rivesaltes
PGV,PGV,US,Pitt-Greenville
PHE,PHE,AU,Port Hedland International
PHL,PHL,US,Philadelphia International
PHX,PHX,US,Phoenix Sky Harbor International
PIA,PIA,US,General Wayne A. Downing Peoria International
PIH,PIH,US,Pocatello Regional
PIR,PIR,US,Pierre Regional
PIT,PIT,US,Pittsburgh International
PIU,PIU,PE,Capitan Concha
PLM,PLM,ID,Sultan Mahmud Badaruddin Ii
PLS,PLS,TC,Providenciales
PLZ,PLZ,ZA,Port Elizabeth
PMC,PMC,CL,El Tepual International
PMI,PMI,ES,Palma De Mallorca
PMO,PMO,IT,Boccadifalco
PNE,PHL,US,Northeast Philadelphia
PNI,PNI,FM,Pohnpei International
POA,POA,BR,Salgado Filho
POM,POM,PG,Port Moresby Jacksons International
POP,POP,DO,Gregorio Luperon International
PPT,PPT,PF,Faa'a International
PQI,PQI,US,Northern Maine Rgnl At Presque Isle
PRG,PRG,CZ,Ruzyne
PSA,PSA,IT,Pisa
PSC,PSC,US,Tri-Cities Airport (Washington)
PSE,PSE,PR,Mercedita
PSG,PSG,US,Petersburg James A. Johnson
PSP,PSP,US,Palm Springs International
PSR,PSR,IT,Pescara
PTY,PTY,PA,Tocumen International
PUF,PUF,FR,Pau Pyrenees
PUQ,PUQ,CL,Carlos Ibanez Del Campo International
PVD,PVD,US,Theodore Francis Green State
PVG,SHA,CN,Shanghai Pudong International
PVR,PVR,MX,Licenciado Gustavo Diaz Ordaz International
PWM,PWM,US,Portland International Jetport
PXM,PXM,MX,Puerto Escondido
RAP,RAP,US,Rapid City Regional
RBA,RBA,MA,Sale
RDD,RDD,US,Redding Municipal
REC,REC,BR,Guararapes
RFD,RFD,US,Chicago Rockford International
RGL,RGL,AR,Rio Gallegos
RIC,RIC,US,Richmond International
RIX,RIX,LV,Riga International
RKV,REK,IS,Reykjavik
RMI,RMI,IT,Rimini
RMQ,TXG,TW,Taichung
RNO,RNO,US,Reno Tahoe International
ROB,MLW,LR,Monrovia Roberts International
ROC,RST,US,Greater Rochester International
ROP,ROP,MP,Rota International
ROW,ROW,US,Roswell Industrial Air Center
RSW,FMY,US,Southwest Florida International
RTB,RTB,HN,Roatan
RTM,RTM,NL,Rotterdam The Hague
RUH,RUH,SA,King Khaled International
SAH,SAH,YE,Sana'a International
SAL,SAL,SV,Cuscatlán International
SAN,SAN,US,San Diego International Lindbergh Fld
SAP,SAP,HN,La Mesa International
SAT,SAT,US,San Antonio International
SAV,SAV,US,Savannah Hilton Head International
SAW,IST,TR,Sabiha Gökçen International
SBA,SBA,US,Santa Barbara Municipal
SBN,SBN,US,South Bend Regional
SBW,SBW,MY,Sibu
SCL,SCL,CL,Arturo Merino Benitez International
SCN,SCN,DE,Saarbrucken
SDF,SDF,US,Louisville International
SDJ,SDJ,JP,Sendai
SDK,SDK,MY,Sandakan
SDL,SDL,SE,Sundsvall Harnosand
SDQ,SDQ,DO,Las Americas International
SDU,RIO,BR,Santos Dumont
SEA,SEA,US,Seattle Tacoma International
SFO,SFO,US,San Francisco International
SGF,SPI,US,Springfield-Branson National
SGN,SGN,VN,Tansonnhat International
SHA,SHA,CN,Hongqiao International
SHE,SHE,CN,Shenyang Taoxian International
SHJ,SHJ,AE,Sharjah International
SHV,SHV,US,Shreveport Rgnl
SIN,SIN,SG,Singapore Changi
SIP,SIP,UA,Simferopol
SIT,SIT,US,Sitka Rocky Gutierrez
SJC,SJC,US,Norman Y. Mineta San Jose International
SJO,SJO,CR,Juan Santamaria International
SJT,SJT,US,San Angelo Rgnl Mathis Fld
SJU,SJU,PR,Luis Munoz Marin International
SJW,SJW,CN,Shijiazhuang Zhengding International
SKG,SKG,GR,Makedonia
SKO,SKO,NG,Sadiq Abubakar Iii International
SLC,SLC,US,Salt Lake City International
SLP,SLP,MX,Ponciano Arriaga International
SLW,SLW,MX,Plan De Guadalupe International
SMX,SMX,US,Santa Maria Public
SNN,SNN,IE,Shannon
SOF,SOF,BG,Sofia
SPI,SPI,US,Abraham Lincoln Capital
SPN,SPN,MP,Saipan International
SPS,SPS,US,Sheppard Afb Wichita Falls Muni
SSA,SSA,BR,Deputado Luis Eduardo Magalhaes
STL,STL,US,Lambert St Louis International
STN,LON,GB,Stansted
STR,STR,DE,Stuttgart
STT,STT,VI,Cyril E King
SUB,SUB,ID,Juanda
SVG,SVG,NO,Stavanger Sola
SVO,MOW,RU,Sheremetyevo
SWF,SWF,US,Stewart International
SXB,SXB,FR,Entzheim
SXF,BER,DE,Schonefeld
SYD,SYD,AU,Kingsford Smith International
SYR,SYR,US,Syracuse Hancock International
SYX,SYX,CN,Sanya Phoenix International
SYZ,SYZ,IR,Shiraz Shahid Dastghaib International
SZG,SZG,AT,Salzburg
SZX,SZX,CN,Baoan
TAK,TAK,JP,Takamatsu
TAO,TAO,CN,Liuting
TAS,TAS,UZ,Yuzhny
TBP,TBP,PE,Pedro Canga
TBU,TBU,TO,Fua Amotu International
TBZ,TBZ,IR,Tabriz International
TCQ,TCQ,PE,Coronel Fap Carlos Ciriani Santa Rosa
TFN,TCI,ES,Tenerife Norte
TFS,TCI,ES,Tenerife Sur
TGU,TGU,HN,Toncontin International
TGZ,TGZ,MX,Francisco Sarabia
TIF,TIF,SA,Taif
TIJ,TIJ,MX,General Abelardo L Rodriguez International
TIP,TIP,LY,Tripoli International
TKS,TKS,JP,Tokushima
TKU,TKU,FI,Turku
TLH,TLH,US,Tallahassee Rgnl
TLS,TLS,FR,Blagnac
TMP,TMP,FI,Tampere Pirkkala
TMR,TMR,DZ,Tamanrasset
TNA,TNA,CN,Jinan Yaoqiang International
TNR,TNR,MG,Antananarivo Ivato
TOL,TOL,US,Toledo Express
TOS,TOS,NO,Tromso
TOY,TOY,JP,Toyama
TPA,TPA,US,Tampa International
TPE,TPE,TW,Taiwan Taoyuan International
TPP,TPP,PE,Tarapoto
TRC,TRC,MX,Torreon International
TRD,TRD,NO,Trondheim Vaernes
TRI,TRI,US,Tri-Cities Regional
TRU,TRU,PE,Capitan Carlos Martinez De Pinillos
TRV,TRV,IN,Thiruvananthapuram International
TSA,TPE,TW,Sungshan
TSN,TSN,CN,Binhai
TSR,TSR,RO,Giarmata
TTJ,TTJ,JP,Tottori
TUN,TUN,TN,Carthage
TUS,TUS,US,Tucson International
TUU,TUU,SA,Tabuk
TVC,TVC,US,Cherry Capital
TWF,TWF,US,Magic Valley Regional
TWU,TWU,MY,Tawau
TXG,TXG,TW,Taichung
TXK,TXK,US,Texarkana Rgnl Webb Fld
TXL,BER,DE,Tegel
TYN,TYN,CN,Wusu
TYR,TYR,US,Tyler Pounds Rgnl
TYS,TYS,US,Mc Ghee Tyson
